timestamp,value1,value2,value3,value4,value5
29th September 2016,&#x1f636,&#x1f47b,&#x1f438,&#x1f35f,&#x1f405

28th September 2016,&#x1f602,&#x1f47d,&#x1f412,u26bd,&#x1f4be

27th September 2016,u2764,&#x1f61b,&#x1f336,&#x1f445,&#x1f60d

26th September 2016,&#x1f61d,&#x1f618,&#x1f435,&#x1f427,&#x1f349

25th September 2016,&#x1f43c,&#x1f428,&#x1f981,&#x1f427,&#x1f418

24th September 2016,&#x1f429,&#x1f427,&#x1f429,&#x1f433,&#x1f429

23rd September 2016,&#x1f643,&#x1f642,&#x1f60e,&#x1f642,&#x1f643

22nd September 2016,&#x1f602,&#x1f349,&#x1f914,&#x1f61a,&#x1f643

21st September 2016,&#x1f914,&#x1f915,&#x1f437,&#x1f415,&#x1f493

20th September 2016,&#x1f607,&#x1f60d,&#x1f618,&#x1f631,&#x1f64f

19th September 2016,&#x1f401,&#x1f33b,&#x1f353,&#x1f34d,&#x1f438

18th September 2016,&#x1f602,&#x1f642,&#x1f619,&#x1f61d,&#x1f60e

17th September 2016,&#x1f600,&#x1f609,&#x1f60d,&#x1f911,&#x1f913

16th September 2016,&#x1f608,&#x1f981,&#x1f409,&#x1f525,&#x1f98a

15th September 2016,&#x1f411,&#x1f60d,&#x1f60d,&#x1f60d,&#x1f60d

14th September 2016,&#x1f917,&#x1f416,&#x1f984,&#x1f411,&#x1f434

13th September 2016,&#x1f917,&#x1f60d,&#x1f643,&#x1f600,&#x1f607

12th September 2016,&#x1f401,&#x1f353,&#x1f602,&#x1f60d,&#x1f430

11th September 2016,&#x1f346,&#x1f351,&#x1f420,&#x1f988,&#x1f60f

10th September 2016,&#x1f602,&#x1f917,&#x1f44a,&#x1f525,&#x1f389

9th September 2016,&#x1f607,&#x1f60a,&#x1f917,&#x1f609,&#x1f643

8th September 2016,u263a,&#x1f91e,&#x1f4b0,&#x1f60d,&#x1f60a

7th September 2016,&#x1f607,&#x1f60a,&#x1f602,&#x1f607,&#x1f618

6th September 2016,&#x1f431,&#x1f353,&#x1f495,&#x1f61d,&#x1f643

5th September 2016,&#x1f951,&#x1f1ec&#x1f1e7,&#x1f4c6,&#x1f41e,&#x1f468&#x1f469&#x1f467&#x1f467

4th September 2016,&#x1f609,&#x1f601,&#x1f602,&#x1f604,&#x1f606

3rd September 2016,&#x1f606,&#x1f911,&#x1f913,&#x1f914,&#x1f60e

2nd September 2016,&#x1f61c,&#x1f60e,&#x1f60b,&#x1f642,&#x1f914

1st September 2016,&#x1f98a,&#x1f416,&#x1f43c,&#x1f441,&#x1f608

31st August 2016,&#x1f43c,&#x1f354,&#x1f525,&#x1f916,&#x1f385

30th August 2016,&#x1f917,&#x1f984,&#x1f98a,&#x1f421,&#x1f618

29th August 2016,u2600,&#x1f60d,&#x1f427,&#x1f353,&#x1f914

28th August 2016,&#x1f438,&#x1f577,&#x1f951,&#x1f3f3&#x1f308,u264d

27th August 2016,&#x1f981,&#x1f3f5,&#x1f940,&#x1f37b,&#x1f31f

26th August 2016,&#x1f308,&#x1f31e,&#x1f433,&#x1f64f,&#x1f984

25th August 2016,&#x1f602,&#x1f607,&#x1f60e,&#x1f618,&#x1f609

24th August 2016,&#x1f347,&#x1f36b,&#x1f352,&#x1f34d,&#x1f353

23rd August 2016,&#x1f60d,&#x1f602,&#x1f914,&#x1f911,&#x1f618

22nd August 2016,&#x1f602,&#x1f618,&#x1f915,&#x1f607,&#x1f606

21st August 2016,&#x1f607,&#x1f602,&#x1f98a,&#x1f495,&#x1f344

20th August 2016,&#x1f602,&#x1f607,&#x1f913,&#x1f914,&#x1f618

19th August 2016,&#x1f601,&#x1f642,&#x1f61c,&#x1f913,&#x1f917

18th August 2016,&#x1f60d,&#x1f618,&#x1f61d,&#x1f643,&#x1f607

17th August 2016,&#x1f914,&#x1f913,&#x1f606,&#x1f60b,&#x1f643

16th August 2016,&#x1f917,&#x1f917,&#x1f425,&#x1f426,&#x1f98a

15th August 2016,&#x1f61d,&#x1f911,&#x1f917,&#x1f913,&#x1f607

14th August 2016,&#x1f602,&#x1f607,&#x1f913,&#x1f917,&#x1f609

13th August 2016,&#x1f942,&#x1f333,&#x1f351,&#x1f363,&#x1f917

12th August 2016,&#x1f911,&#x1f618,&#x1f60d,&#x1f61d,&#x1f60b

11th August 2016,&#x1f913,&#x1f60d,&#x1f416,&#x1f369,&#x1f493

10th August 2016,&#x1f60e,&#x1f609,&#x1f619,&#x1f617,&#x1f914

